"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.FAD:GDD(2.0.0)","LTU.B1GQ_V_XDC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.13","1.04","3.54","5.17","7.81","9.78","11.77","13.07","12.76","13.37","14.20","15.21","16.67","18.29","20.98","24.00","29.01","32.64","26.98","27.66","31.04","33.24","34.88","36.41","37.44","38.81","42.28","45.95","49.24","50.25","56.67","67.45","73.80","78.41"
"IMF.FAD:GDD(2.0.0)","MDG.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Madagascar, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","29.83","27.97","26.68","22.79","31.04","27.50","11.00","31.23","20.10","28.61","37.70","51.48","56.06","57.55","70.95","82.74","84.91","127.54","126.57","121.98","104.40","126.69","109.75","105.19","95.96","95.84","98.72","89.74","108.46","104.11","90.21","82.14","86.69","85.86","81.90","74.37","32.23","28.21","31.01","34.86","32.34","29.95","30.44","36.24","37.85","44.06","40.28","40.13","42.90","41.25","52.08","49.54","49.97","52.70","50.41"
"IMF.FAD:GDD(2.0.0)","ARM.B1GQ_V_XDC.A","OBS_VALUE","Armenia, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.08","0.29","3.90","187.06","522.26","661.21","804.34","955.38","987.44","1031.34","1175.88","1362.47","1624.64","1907.95","2242.88","2656.19","3149.28","3568.23","3141.65","3460.20","3777.95","4266.46","4555.64","4828.63","5043.63","5067.29","5564.49","6017.04","6543.32","6181.90","6991.78","8501.45","9453.18","10125.25"
"IMF.FAD:GDD(2.0.0)","MYS.B1GQ_V_XDC.A","OBS_VALUE","Malaysia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","6.11","6.18","6.23","6.01","6.76","7.47","7.43","7.78","8.78","9.15","9.82","10.75","11.83","12.75","13.15","14.06","15.30","17.27","21.33","27.11","28.56","32.68","36.91","41.39","50.72","58.25","62.95","68.37","76.01","86.92","84.65","78.22","87.00","99.11","112.90","127.77","147.17","164.11","187.54","212.88","242.30","276.35","306.91","308.49","327.57","388.17","384.01","417.37","456.10","516.30","569.37","625.10","696.91","806.48","746.68","833.10","924.69","985.05","1033.09","1122.16","1176.94","1249.70","1372.31","1447.76","1512.74","1418.49","1548.70","1793.90","1822.90","1931.12"
"IMF.FAD:GDD(2.0.0)","MLT.B1GQ_V_XDC.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","0.08","0.08","0.09","0.10","0.10","0.11","0.12","0.12","0.12","0.12","0.12","0.13","0.14","0.15","0.17","0.20","0.23","0.24","0.25","0.28","0.32","0.40","0.49","0.58","0.67","0.78","0.94","1.05","1.11","1.10","1.11","1.15","1.23","1.32","1.46","1.61","1.77","1.94","2.11","2.26","2.48","2.76","2.87","3.11","3.32","3.55","4.12","4.27","4.50","4.76","4.90","5.14","5.38","5.78","6.24","6.29","6.86","7.03","7.48","8.13","8.95","10.22","10.86","12.54","13.68","14.59","14.37","16.68","18.27","20.54","22.47"
"IMF.FAD:GDD(2.0.0)","LAO.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Lao People's Democratic Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","11.25","14.96","32.54","52.60","33.39","64.13","70.78","40.80","33.02","31.47","63.55","121.12","213.49","192.61","193.28","172.56","154.04","140.99","128.49","113.03","58.79","82.71","194.09","87.58","59.27","94.72","95.31","90.15","80.65","73.20","60.01","55.93","51.72","51.82","49.32","43.00","46.10","49.49","53.53","53.05","54.47","57.20","60.59","69.13","75.97","92.86","130.73","115.60","96.45"
"IMF.FAD:GDD(2.0.0)","MKD.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","North Macedonia, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.43","18.19","20.04","25.04","","","","","39.56","35.71","33.90","36.00","29.79","22.88","19.97","23.14","23.68","27.37","33.28","33.83","37.92","37.87","39.72","39.29","40.31","40.36","50.68","51.21","50.36","53.04","60.67"
"IMF.FAD:GDD(2.0.0)","LTU.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Lithuania, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.37","13.64","14.85","15.83","21.54","22.16","21.74","21.18","19.28","17.70","16.85","16.45","14.99","13.42","26.35","34.10","34.29","36.89","35.96","37.80","39.63","37.49","37.88","32.31","34.68","44.96","42.40","37.29","36.74","37.65"
"IMF.FAD:GDD(2.0.0)","KGZ.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Kyrgyz Republic","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.40","52.43","57.65","64.80","85.12","119.57","123.30","108.21","107.94","108.23","92.67","85.66","73.35","57.74","49.01","58.49","59.70","50.06","50.48","47.12","53.60","67.09","59.07","58.79","54.82","48.85","63.64","56.20","46.82","41.95","36.64"
"IMF.FAD:GDD(2.0.0)","LSO.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Lesotho, Kingdom of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","6.98","6.09","6.06","5.08","4.63","6.09","7.99","16.34","15.13","22.58","29.15","39.12","61.42","56.72","57.23","86.31","92.46","97.36","105.20","112.48","101.21","108.01","74.49","72.92","68.45","63.97","72.90","67.04","80.88","83.96","88.48","108.68","79.62","52.63","49.43","40.97","43.73","49.62","47.03","35.87","33.81","36.17","39.85","41.19","41.51","45.81","41.45","40.99","48.19","58.22","54.69","57.96","64.55","61.51","59.75"
"IMF.FAD:GDD(2.0.0)","LBY.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Libya","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","5.99","7.03","14.59","11.94","9.39","21.40","19.06","10.14","17.34","21.65","15.79","25.38","25.64","29.55","29.75","31.01","64.86","65.18","63.77","61.06","62.56","59.34","57.59","50.71","48.75","52.23","40.20","41.96","41.66","33.91","26.24","2.79","1.94","1.66","4.10","1.19","2.32","1.74","11.79","2.37","4.16","80.36","189.27","192.75","142.71","","","","","","",""
"IMF.FAD:GDD(2.0.0)","LBR.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Liberia","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","29.54","27.00","24.25","27.53","30.98","40.02","47.27","180.10","157.98","162.93","173.71","","","","","","","","","","","","","","","","","488.51","484.26","480.92","658.22","543.14","534.89","471.53","393.78","233.10","130.94","25.56","22.71","20.50","20.61","24.33","24.77","28.61","31.84","37.13","48.55","58.67","53.28","54.31","58.81","56.47"
"IMF.FAD:GDD(2.0.0)","MEX.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Mexico","Debt instruments, Central government, Percent of GDP","Annual","Units","5.57","4.11","4.15","4.03","4.64","4.53","4.27","4.04","3.87","3.83","4.37","4.25","3.96","3.90","5.87","9.43","8.97","12.31","","","11.82","10.83","11.76","12.77","13.08","14.90","21.10","21.29","19.21","18.43","14.88","","29.75","25.30","25.22","30.45","47.82","52.68","36.49","36.03","35.68","29.21","21.52","19.24","26.84","30.74","23.93","19.74","21.01","19.48","18.19","17.57","19.22","20.19","19.20","18.71","19.15","19.55","22.95","26.19","25.74","26.56","26.94","29.53","31.44","33.78","35.88","34.27","34.40","35.16","40.28","40.08","39.40","39.86","45.45"
"IMF.FAD:GDD(2.0.0)","MLI.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Mali","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","65.80","61.96","58.02","43.50","48.38","44.66","46.73","48.33","49.62","40.54","45.85","57.42","70.91","80.81","84.68","98.80","86.65","89.01","89.92","77.47","76.83","78.99","86.93","87.54","105.04","87.20","86.69","90.74","91.24","87.68","90.52","77.50","42.64","44.15","42.43","46.63","18.07","18.53","20.10","21.86","25.29","23.96","25.39","26.38","26.91","30.66","37.22","38.23","37.52","40.72","47.33","51.56","50.34","51.88","51.83"
"IMF.FAD:GDD(2.0.0)","LUX.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Luxembourg","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","13.54","12.67","11.39","9.88","7.89","6.67","6.20","6.08","5.59","4.83","4.41","4.66","5.20","5.60","5.83","5.53","5.80","4.86","3.58","2.66","1.83","1.29","1.53","1.94","1.92","2.63","3.43","3.75","4.08","3.53","3.03","2.92","2.57","1.66","1.39","0.82","1.45","1.41","8.08","8.28","12.34","11.80","13.39","14.83","14.45","13.82","12.81","15.83","15.76","17.01","19.54","20.45","21.20","",""
"IMF.FAD:GDD(2.0.0)","MDV.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Maldives","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","40.35","45.03","38.93","38.15","69.78","82.04","78.86","79.18","67.40","62.88","62.89","63.39","48.00","43.03","42.39","46.72","49.04","55.70","54.61","52.23","46.93","38.11","39.26","38.95","39.02","41.84","44.28","37.61","34.67","43.20","36.78","35.82","38.96","48.39","52.75","51.86","57.12","55.95","55.06","54.84","61.88","63.75","70.65","77.20","155.67","123.37","111.62","122.95","133.95"
"IMF.FAD:GDD(2.0.0)","MLI.B1GQ_V_XDC.A","OBS_VALUE","Mali","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","55.32","56.62","59.50","64.88","72.75","74.75","79.70","88.77","89.72","102.26","132.34","152.79","152.23","207.94","226.97","237.96","259.40","319.74","340.37","404.44","429.11","451.01","482.24","540.43","618.93","640.67","686.02","693.55","689.85","769.73","877.44","923.33","890.72","951.03","1401.97","1650.18","1734.52","1857.88","1959.38","2117.67","2103.27","2540.20","2711.12","2733.68","2876.23","3294.06","3607.84","3903.96","4402.81","4825.41","5288.94","6123.93","6352.36","6540.56","7093.00","7747.73","8311.93","8922.04","9481.93","10124.69","10052.81","10707.69","12024.38","12847.97","13775.43"
"IMF.FAD:GDD(2.0.0)","LBN.B1GQ_V_XDC.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","4.65","3.49","3.70","4.07","4.25","4.21","4.70","5.02","5.35","5.94","6.99","7.76","8.92","7.46","4.14","8.40","8.68","11.00","13.81","16.58","12.43","16.35","27.80","58.54","106.66","730.89","1337.96","1332.04","1946.76","4077.04","9372.65","12947.07","15101.43","17787.82","20145.77","23916.59","25863.35","25894.92","25655.16","26171.20","28397.19","29375.01","31898.00","32407.00","33199.00","37427.00","43897.00","53365.00","57954.00","60190.00","66355.00","70672.00","72503.00","75268.00","77109.00","79943.00","82761.00","80273.00","96906.00","245572.00","661202.41","2056199.32","2532499.08"
"IMF.FAD:GDD(2.0.0)","LBR.B1GQ_V_XDC.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","0.25","0.24","0.25","0.26","0.29","0.30","0.32","0.34","0.36","0.40","0.42","0.45","0.48","0.57","0.69","0.83","0.86","0.96","1.06","1.22","1.25","1.44","1.49","1.48","1.46","1.44","1.42","1.49","1.58","1.63","0.80","0.72","0.46","0.33","0.27","0.28","0.33","0.56","0.68","0.82","0.86","0.90","0.94","0.71","0.90","0.94","1.11","1.34","1.68","1.77","1.97","2.34","2.67","3.04","3.09","3.09","3.26","3.32","3.26","3.08","3.04","3.51","3.97","4.39","4.82"
"IMF.FAD:GDD(2.0.0)","KGZ.B1GQ_V_XDC.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.04","0.04","0.09","0.74","5.34","12.02","16.15","23.40","30.69","34.18","48.74","65.36","73.88","75.37","83.87","94.35","100.90","113.80","141.90","187.99","201.22","220.37","285.99","310.47","355.29","400.69","430.49","476.33","530.48","569.39","654.02","639.69","782.85","1020.74","1333.73","1523.24"
"IMF.FAD:GDD(2.0.0)","LBN.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Lebanon","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","6.84","4.96","3.98","5.22","5.06","","22.36","17.70","22.79","26.28","33.98","44.44","126.98","133.83","109.27","86.04","82.08","35.99","41.54","","99.70","67.13","51.68","50.50","71.51","79.58","101.15","100.24","108.20","130.21","148.08","163.08","163.12","171.31","169.55","178.93","183.29","169.30","161.49","144.50","136.83","134.39","131.05","135.40","138.40","140.84","146.40","149.98","155.08","172.10","148.71","360.85","246.47","192.08","164.13"
"IMF.FAD:GDD(2.0.0)","LUX.B1GQ_V_XDC.A","OBS_VALUE","Luxembourg","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.42","0.58","0.63","0.57","0.59","0.65","0.71","0.77","0.76","0.78","0.84","0.84","0.88","0.94","1.07","1.12","1.20","1.29","1.38","1.53","1.70","1.86","2.08","2.36","2.77","3.07","3.49","3.77","4.10","4.35","4.66","5.09","5.14","5.65","6.26","6.64","7.30","7.59","8.46","9.66","10.43","11.54","12.19","13.46","14.47","15.02","15.70","16.32","17.31","19.77","22.99","23.88","25.01","26.23","28.19","30.28","34.18","37.64","40.01","39.05","42.40","44.32","46.53","49.09","51.79","54.14","56.21","58.17","60.19","62.42","64.50","73.04","76.73","80.99","86.10"
"IMF.FAD:GDD(2.0.0)","MUS.B1GQ_V_XDC.A","OBS_VALUE","Mauritius","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","0.59","0.68","0.76","0.78","0.78","0.74","0.88","0.91","0.82","0.88","0.81","0.96","0.98","1.29","1.22","1.29","1.28","1.35","1.35","1.45","1.46","1.53","1.75","2.22","3.09","3.59","4.95","5.76","6.63","7.74","9.54","10.54","12.30","14.02","15.29","17.33","20.33","24.71","29.90","34.87","40.76","47.23","52.88","61.80","69.81","77.18","82.37","90.76","104.45","115.77","129.54","142.22","153.50","171.74","191.44","202.54","225.87","258.65","288.08","295.68","312.10","335.10","355.37","377.41","400.35","420.94","447.62","472.86","500.05","512.11","448.87","478.81","570.30","638.32","694.02"
"IMF.FAD:GDD(2.0.0)","NLD.B1GQ_V_XDC.A","OBS_VALUE","Netherlands, The","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","9.05","10.33","10.78","11.47","12.81","14.34","15.55","16.90","17.06","18.19","20.35","21.49","23.13","25.10","29.53","32.98","35.91","39.40","43.69","55.52","62.25","70.65","79.11","91.03","103.53","114.69","130.82","141.85","152.95","162.40","174.83","183.32","190.74","198.17","207.21","216.54","223.53","226.96","236.82","250.80","265.32","280.31","291.85","300.23","315.68","330.03","345.30","369.66","394.84","420.14","452.19","482.94","502.90","514.90","531.57","553.12","587.44","622.78","651.30","630.17","643.02","656.01","658.23","665.57","678.63","699.18","720.18","750.86","787.27","829.77","816.46","891.55","993.82","1067.60","1134.12"
"IMF.FAD:GDD(2.0.0)","NAM.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Namibia","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.29","12.94","11.84","14.11","17.16","16.41","17.99","18.72","17.72","19.57","21.80","20.86","24.39","22.19","27.15","29.18","26.90","26.14","19.36","19.10","15.85","16.33","27.45","24.63","26.11","27.57","42.09","45.83","43.83","48.74","57.57","64.30","69.60","69.43","67.16","67.70"
"IMF.FAD:GDD(2.0.0)","MDA.B1GQ_V_XDC.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.03","0.19","1.82","4.74","6.48","7.80","8.92","9.12","12.32","16.34","19.05","22.56","27.62","32.03","37.65","44.75","53.43","62.92","60.43","86.28","98.77","105.48","119.53","131.96","146.74","159.01","176.01","189.06","206.26","199.73","242.08","274.49","303.55","323.10"
"IMF.FAD:GDD(2.0.0)","MOZ.FL_S1311MIXED_POGDP_PT.A","OBS_VALUE","Mozambique, Republic of","Debt instruments, Central government, Percent of GDP","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.68","95.82","99.77","63.35","63.16","50.77","60.08","40.03","31.18","32.76","39.33","38.55","34.16","36.68","49.48","63.40","86.03","124.81","103.79","105.53","98.26","119.97","104.34","100.26","90.76","96.63"
"IMF.FAD:GDD(2.0.0)","FSM.B1GQ_V_XDC.A","OBS_VALUE","Micronesia, Federated States of","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","","","","","","","","","","","","","","","","","","","","","0.02","0.02","0.03","0.04","0.05","0.05","0.05","0.05","0.06","0.06","0.07","0.08","0.08","0.09","0.09","0.11","0.12","0.12","0.14","0.14","0.16","0.18","0.19","0.21","0.21","0.22","0.22","0.21","0.22","0.22","0.23","0.24","0.24","0.24","0.24","0.25","0.25","0.25","0.26","0.28","0.29","0.31","0.32","0.31","0.32","0.31","0.33","0.36","0.39","0.39","0.37","0.39","0.42","0.44","0.47"
"IMF.FAD:GDD(2.0.0)","MAR.B1GQ_V_XDC.A","OBS_VALUE","Morocco","Gross domestic product (GDP), Current prices, Domestic currency","Annual","Billions","6.30","7.56","9.09","9.95","10.33","10.12","10.79","11.00","12.58","12.56","13.90","13.82","16.24","17.67","18.58","19.59","19.12","20.20","22.82","22.78","24.23","26.69","28.28","30.58","41.08","46.14","53.58","62.95","69.77","78.48","93.72","99.97","117.51","125.41","142.11","163.82","195.72","198.22","230.51","245.31","269.21","304.21","311.49","318.57","354.60","360.72","407.12","403.62","434.54","441.73","446.84","482.68","503.76","539.46","572.24","598.11","653.37","700.77","775.90","810.02","849.13","887.50","917.59","971.74","1001.45","1078.12","1094.25","1148.90","1195.24","1239.84","1152.48","1276.56","1330.56","1463.36","1544.50"
